1,цензура,цензура,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,_,_,_,@si1984f-word#@si1984f#0.45#0.809
2,есть,быть,AUX,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@si1984f-word#@si1984f#0.809#1.168
3,?,?,PUNCT,_,_,_,_,_,@si1984f-word#@si1984f#1.168#1.528
4,вырезали,вырезать,VERB,_,Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@si1984f-word#@si1984f#1.92#2.218
5,ли,ли,PART,_,_,_,_,_,@si1984f-word#@si1984f#2.218#2.516
6,когда-нибудь,когда-нибудь,ADV,_,Degree=Pos,_,_,_,@si1984f-word#@si1984f#2.516#2.814
7,хоть,хоть,SCONJ,_,_,_,_,_,@si1984f-word#@si1984f#2.814#3.112
8,какой-то,какой-то,DET,_,Case=Acc|Gender=Masc|Number=Sing,_,_,_,@si1984f-word#@si1984f#3.112#3.41
9,номер,номер,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,@si1984f-word#@si1984f#3.41#3.708
10,?,?,PUNCT,_,_,_,_,_,@si1984f-word#@si1984f#3.708#4.011
11,ну,ну,PART,_,_,_,_,_,@si1984f-word#@si1984f#28.691#28.94
12,какие,какой,DET,_,Case=Nom|Number=Plur,_,_,_,@si1984f-word#@si1984f#28.94#29.189
13,слова,слово,NOUN,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur,_,_,_,@si1984f-word#@si1984f#29.189#29.438
14,?,?,PUNCT,_,_,_,_,_,@si1984f-word#@si1984f#29.438#29.687
15,да,да,PART,_,_,_,_,_,@si1984f-word#@si1984f#31.401#32.029
16,угу,угу,INTJ,_,_,_,_,_,@si1984f-word#@si1984f#34.607#35.062
17,ну,ну,PART,_,_,_,_,_,@si1984f-word#@si1984f#35.737#35.821
18,э...,э,INTJ,_,_,_,_,_,@si1984f-word#@si1984f#35.821#35.905
19,смягчение,смягчение,NOUN,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@si1984f-word#@si1984f#54.037#54.324
20,/,/,PUNCT,_,_,_,_,_,@si1984f-word#@si1984f#54.324#54.611
21,да,да,PART,_,_,_,_,_,@si1984f-word#@si1984f#54.611#54.898
22,да,да,PART,_,_,_,_,_,@si1984f-word#@si1984f#54.898#55.185
23,да,да,PART,_,_,_,_,_,@si1984f-word#@si1984f#55.185#55.476
24,а,а,CCONJ,_,_,_,_,_,@si1984f-word#@si1984f#74.0#74.181
25,были,быть,AUX,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@si1984f-word#@si1984f#74.181#74.362
26,моменты,момент,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur,_,_,_,@si1984f-word#@si1984f#74.362#74.543
27,что,что,SCONJ,_,_,_,_,_,@si1984f-word#@si1984f#74.543#74.724
28,вы,вы,PRON,_,Case=Nom|Number=Plur|Person=2,_,_,_,@si1984f-word#@si1984f#74.724#74.905
29,переозвучивали,переозвучивать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@si1984f-word#@si1984f#74.905#75.086
30,?,?,PUNCT,_,_,_,_,_,@si1984f-word#@si1984f#75.086#75.27
31,когда,когда,SCONJ,_,_,_,_,_,@si1984f-word#@si1984f#111.354#111.669
32,вы,вы,PRON,_,Case=Nom|Number=Plur|Person=2,_,_,_,@si1984f-word#@si1984f#111.669#111.984
33,начинали,начинать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@si1984f-word#@si1984f#111.984#112.299
34,были,быть,AUX,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@si1984f-word#@si1984f#112.299#112.614
35,темы,тема,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur,_,_,_,@si1984f-word#@si1984f#112.614#112.929
36,на,на,ADP,_,_,_,_,_,@si1984f-word#@si1984f#112.929#113.244
37,которые,который,PRON,_,Case=Acc,_,_,_,@si1984f-word#@si1984f#113.244#113.559
38,вы,вы,PRON,_,Case=Nom|Number=Plur|Person=2,_,_,_,@si1984f-word#@si1984f#113.559#113.874
39,с,с,ADP,_,_,_,_,_,@si1984f-word#@si1984f#113.874#114.189
40,радостью,радость,NOUN,_,Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing,_,_,_,@si1984f-word#@si1984f#114.189#114.504
41,шутили,шутить,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@si1984f-word#@si1984f#114.504#114.819
42,спокойно,спокойно,ADV,_,Degree=Pos,_,_,_,@si1984f-word#@si1984f#114.819#115.134
43,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,@si1984f-word#@si1984f#115.134#115.449
44,не,не,PART,_,_,_,_,_,@si1984f-word#@si1984f#115.449#115.764
45,знаю,знать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@si1984f-word#@si1984f#115.764#116.079
46,эээ,эээ,INTJ,_,_,_,_,_,@si1984f-word#@si1984f#116.079#116.394
47,ну,ну,PART,_,_,_,_,_,@si1984f-word#@si1984f#116.394#116.709
48,это,это,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@si1984f-word#@si1984f#116.709#117.024
49,не,не,PART,_,_,_,_,_,@si1984f-word#@si1984f#117.024#117.339
50,в,в,ADP,_,_,_,_,_,@si1984f-word#@si1984f#117.339#117.654
51,самом,самый,DET,_,Case=Loc|Degree=Pos|Gender=Neut|Number=Sing,_,_,_,@si1984f-word#@si1984f#117.654#117.969
52,начале,начало,NOUN,_,Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing,_,_,_,@si1984f-word#@si1984f#117.969#118.284
53,было,быть,AUX,_,Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@si1984f-word#@si1984f#118.284#118.599
54,но,но,CCONJ,_,_,_,_,_,@si1984f-word#@si1984f#118.599#118.914
55,мой,мой,DET,_,Case=Nom|Gender=Masc|Number=Sing,_,_,_,@si1984f-word#@si1984f#118.914#119.229
56,обожаемый,обожать,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@si1984f-word#@si1984f#119.229#119.544
57,номер,номер,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,@si1984f-word#@si1984f#119.544#119.859
58,со,с,ADP,_,_,_,_,_,@si1984f-word#@si1984f#119.859#120.174
59,свечками,свечка,NOUN,_,Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur,_,_,_,@si1984f-word#@si1984f#120.174#120.489
60,/,/,PUNCT,_,_,_,_,_,@si1984f-word#@si1984f#120.489#120.804
61,на,на,ADP,_,_,_,_,_,@si1984f-word#@si1984f#120.804#121.119
62,пасху,пасха,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing,_,_,_,@si1984f-word#@si1984f#121.119#121.434
63,да,да,PART,_,_,_,_,_,@si1984f-word#@si1984f#121.434#121.749
64,[смеется],[смеется],PUNCT,_,_,_,_,_,@si1984f-word#@si1984f#121.749#122.064
65,a,a,INTJ,_,_,_,_,_,@si1984f-word#@si1984f#123.957#124.19
66,/,/,PUNCT,_,_,_,_,_,@si1984f-word#@si1984f#124.19#124.423
67,то ,то,CCONJ,_,_,_,_,_,@si1984f-word#@si1984f#124.423#124.656
69,оскорбление,оскорбление,NOUN,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@si1984f-word#@si1984f#124.889#125.122
70,чувств,чувство,NOUN,_,Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur,_,_,_,@si1984f-word#@si1984f#125.122#125.355
71,верующих,веровать,NOUN,_,Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur,_,_,_,@si1984f-word#@si1984f#125.355#125.589
72,самое,самый,DET,_,Case=Nom|Degree=Pos|Gender=Neut|Number=Sing,_,_,_,@si1984f-word#@si1984f#133.278#133.716
73,смешное,смешной,ADJ,_,Case=Nom|Degree=Pos|Gender=Neut|Number=Sing,_,_,_,@si1984f-word#@si1984f#133.716#134.154
74,что,что,PRON,_,Case=Nom,_,_,_,@si1984f-word#@si1984f#134.154#134.592
75,высмеивается,высмеивать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass,_,_,_,@si1984f-word#@si1984f#134.592#135.03
76,как,как,ADV,_,Degree=Pos,_,_,_,@si1984f-word#@si1984f#135.03#135.468
77,раз,раз,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,@si1984f-word#@si1984f#135.468#135.906
78,чувство,чувство,NOUN,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@si1984f-word#@si1984f#135.906#136.344
79,не,не,PART,_,_,_,_,_,@si1984f-word#@si1984f#136.344#136.782
80,не,не,PART,_,_,_,_,_,@si1984f-word#@si1984f#136.782#137.22
81,прям,прям,ADV,_,Degree=Pos,_,_,_,@si1984f-word#@si1984f#137.22#137.658
82,религиозных,религиозный,ADJ,_,Case=Gen|Degree=Pos|Number=Plur,_,_,_,@si1984f-word#@si1984f#137.658#138.096
83,/,/,PUNCT,_,_,_,_,_,@si1984f-word#@si1984f#138.096#138.534
84,людей,люди,NOUN,_,Animacy=Anim|Case=Gen|Number=Plur,_,_,_,@si1984f-word#@si1984f#138.534#138.974
85,карикатурные,карикатурный,ADJ,_,Case=Nom|Degree=Pos|Number=Plur,_,_,_,@si1984f-word#@si1984f#141.244#141.801
86,да,да,PART,_,_,_,_,_,@si1984f-word#@si1984f#141.801#142.358
87,да,да,PART,_,_,_,_,_,@si1984f-word#@si1984f#144.06#144.174
88,а,а,CCONJ,_,_,_,_,_,@si1984f-word#@si1984f#169.078#169.365
89,что,что,PRON,_,Case=Nom,_,_,_,@si1984f-word#@si1984f#169.365#169.652
90,за,за,ADP,_,_,_,_,_,@si1984f-word#@si1984f#169.652#169.939
91,проблема,проблема,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,_,_,_,@si1984f-word#@si1984f#169.939#170.226
92,вам,вы,PRON,_,Case=Dat|Number=Plur|Person=2,_,_,_,@si1984f-word#@si1984f#170.226#170.513
93,звонят,звонить,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@si1984f-word#@si1984f#170.513#170.8
94,и,и,CCONJ,_,_,_,_,_,@si1984f-word#@si1984f#170.8#171.087
95,говорят,говорить,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@si1984f-word#@si1984f#171.087#171.374
96,что,что,SCONJ,_,_,_,_,_,@si1984f-word#@si1984f#171.374#171.661
97,вы,вы,PRON,_,Case=Nom|Number=Plur|Person=2,_,_,_,@si1984f-word#@si1984f#171.661#171.948
98,сделали,сделать,VERB,_,Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@si1984f-word#@si1984f#171.948#172.235
99,или,или,CCONJ,_,_,_,_,_,@si1984f-word#@si1984f#172.235#172.522
100,пишут,писать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@si1984f-word#@si1984f#172.522#172.812
101,о,о,INTJ,_,_,_,_,_,@si1984f-word#@si1984f#173.946#174.192
102,боже,боже,NOUN,_,Animacy=Anim|Case=Voc|Gender=Masc|Number=Sing,_,_,_,@si1984f-word#@si1984f#174.192#174.438
103,а,а,CCONJ,_,_,_,_,_,@si1984f-word#@si1984f#184.036#184.265
104,в,в,ADP,_,_,_,_,_,@si1984f-word#@si1984f#184.265#184.494
105,следующий,следующий,ADJ,_,Case=Acc|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@si1984f-word#@si1984f#184.494#184.723
106,раз,раз,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,@si1984f-word#@si1984f#184.723#184.952
107,вы,вы,PRON,_,Case=Nom|Number=Plur|Person=2,_,_,_,@si1984f-word#@si1984f#184.952#185.181
108,просто,просто,ADV,_,Degree=Pos,_,_,_,@si1984f-word#@si1984f#185.181#185.41
109,уже,уже,ADV,_,Degree=Pos,_,_,_,@si1984f-word#@si1984f#185.41#185.639
110,не,не,PART,_,_,_,_,_,@si1984f-word#@si1984f#185.639#185.868
111,будете,быть,AUX,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,@si1984f-word#@si1984f#185.868#186.097
112,шутить,шутить,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Act,_,_,_,@si1984f-word#@si1984f#186.097#186.326
113,на,на,ADP,_,_,_,_,_,@si1984f-word#@si1984f#186.326#186.555
114,тему,тема,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing,_,_,_,@si1984f-word#@si1984f#186.555#186.784
115,религии,религия,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,_,_,_,@si1984f-word#@si1984f#186.784#187.019
116,отчаянные,отчаянный,ADJ,_,Case=Nom|Degree=Pos|Number=Plur,_,_,_,@si1984f-word#@si1984f#189.962#190.447
117,девчонки,девчонка,NOUN,_,Animacy=Anim|Case=Nom|Gender=Fem|Number=Plur,_,_,_,@si1984f-word#@si1984f#190.447#190.933
118,ну,ну,PART,_,_,_,_,_,@si1984f-word#@si1984f#196.871#197.046
119,вот,вот,PART,_,_,_,_,_,@si1984f-word#@si1984f#197.046#197.221
120,угу,угу,INTJ,_,_,_,_,_,@si1984f-word#@si1984f#212.532#212.955
121,а,а,CCONJ,_,_,_,_,_,@si1984f-word#@si1984f#237.446#237.807
122,такое,такой,DET,_,Case=Acc|Gender=Neut|Number=Sing,_,_,_,@si1984f-word#@si1984f#237.807#238.168
123,что,что,SCONJ,_,_,_,_,_,@si1984f-word#@si1984f#238.168#238.529
124,вырезали,вырезать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@si1984f-word#@si1984f#238.529#238.89
125,по,по,ADP,_,_,_,_,_,@si1984f-word#@si1984f#238.89#239.251
126,политическим,политический,ADJ,_,Case=Dat|Degree=Pos|Number=Plur,_,_,_,@si1984f-word#@si1984f#239.251#239.612
127,соображениям,соображение,NOUN,_,Animacy=Inan|Case=Dat|Gender=Neut|Number=Plur,_,_,_,@si1984f-word#@si1984f#239.612#239.978
128,ну,ну,PART,_,_,_,_,_,@si1984f-word#@si1984f#241.957#242.223
129,а,а,CCONJ,_,_,_,_,_,@si1984f-word#@si1984f#242.223#242.489
130,в,в,ADP,_,_,_,_,_,@si1984f-word#@si1984f#242.489#242.755
131,плане,план,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,_,_,_,@si1984f-word#@si1984f#242.755#243.021
132,ааа,ааа,INTJ,_,_,_,_,_,@si1984f-word#@si1984f#243.775#244.035
133,национального...,национального,ADJ,_,|Case=Gen|Gender=Fem|Number=Sing,_,_,_,@si1984f-word#@si1984f#244.845#245.263
134,после,после,ADP,_,_,_,_,_,@si1984f-word#@si1984f#248.978#249.235
135,истории,история,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,_,_,_,@si1984f-word#@si1984f#249.235#249.492
136,с,с,ADP,_,_,_,_,_,@si1984f-word#@si1984f#249.492#249.749
137,ингушами,ингуш,NOUN,_,Animacy=anim|Case=Ins|Gender=Masc|Number=Plur,_,_,_,@si1984f-word#@si1984f#249.749#250.006
138,?,?,PUNCT,_,_,_,_,_,@si1984f-word#@si1984f#250.006#250.265
139,ммм,ммм,INTJ,_,_,_,_,_,@si1984f-word#@si1984f#343.613#344.167
140,конечно,конечно,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#4.19#4.785
141,/,/,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#4.785#5.38
142,конечно,конечно,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#5.38#5.975
143,и,и,CCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#6.04#6.319
144,щас,щас,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#6.319#6.598
145,цензура,цензура,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#6.598#6.877
146,вообще,вообще,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#6.877#7.156
147,очень,очень,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#7.156#7.435
148,жесткая,жесткий,ADJ,_,Case=Nom|Degree=Pos|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#7.435#7.714
149,/,/,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#7.714#7.993
150,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,@vev1984f-word#@vev1984f#7.993#8.272
151,абсолютно,абсолютный,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#8.272#8.551
152,аполитичны,аполитичный,ADJ,_,Case=Acc|Gender=Masc|Number=Plur,_,_,_,@vev1984f-word#@vev1984f#8.551#8.83
153,но,но,CCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#8.83#9.109
154,в,в,ADP,_,_,_,_,_,@vev1984f-word#@vev1984f#9.109#9.388
155,какой-то,какой-то,DET,_,Case=Acc|Gender=Masc|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#9.388#9.667
156,момент,момент,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#9.667#9.946
157,такой,такой,DET,_,Case=Nom|Gender=Masc|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#9.946#10.225
158,знаешь,знать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#10.225#10.504
159,ну,ну,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#10.504#10.783
160,как,как,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#10.783#11.062
161,бы,бы,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#11.062#11.341
162,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,@vev1984f-word#@vev1984f#11.341#11.62
163,как,как,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#11.62#11.899
164,бы,бы,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#11.899#12.178
165,стали,стать,VERB,_,Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#12.178#12.457
166,шутить,шутить,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#12.457#12.736
167,про,про,ADP,_,_,_,_,_,@vev1984f-word#@vev1984f#12.736#13.015
168,конкретных,конкретный,ADJ,_,Case=Acc|Degree=Pos|Number=Plur,_,_,_,@vev1984f-word#@vev1984f#13.015#13.294
169,персонажей,персонаж,NOUN,_,Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur,_,_,_,@vev1984f-word#@vev1984f#13.294#13.573
170,либо,либо,CCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#13.573#13.852
171,допустим,допустить,VERB,_,Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#13.852#14.131
172,там,там,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#14.131#14.41
173,делать,делать,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#14.41#14.689
174,какие-то,какой-то,DET,_,Case=Acc|Number=Plur,_,_,_,@vev1984f-word#@vev1984f#14.689#14.968
175,карикатуры,карикатура,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur,_,_,_,@vev1984f-word#@vev1984f#14.968#15.263
176,иии...,и,CCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#16.09#17.216
177,вопрос,вопрос,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#18.661#19.096
178,встал,встать,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#19.096#19.531
179,в,в,ADP,_,_,_,_,_,@vev1984f-word#@vev1984f#19.531#19.966
180,какой-то,какой-то,DET,_,Case=Acc|Gender=Masc|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#19.966#20.401
181,момент,момент,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#20.401#20.836
182,остренько,остренько,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#20.836#21.271
183,что,что,SCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#21.271#21.706
184,надо,надо,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#21.706#22.141
185,быть,быть,AUX,_,Aspect=Imp|VerbForm=Inf|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#22.141#22.576
186,/,/,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#22.576#23.011
187,повнимательней,внимательный,ADJ,_,Degree=Cmp,_,_,_,@vev1984f-word#@vev1984f#23.011#23.446
188,/,/,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#23.446#23.881
189,нельзя,нельзя,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#23.881#24.316
190,говорить,говорить,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#24.316#24.751
191,вот,вот,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#24.751#25.186
192,такие,такой,DET,_,Case=Acc|Number=Plur,_,_,_,@vev1984f-word#@vev1984f#25.186#25.621
193,слова,слово,NOUN,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur,_,_,_,@vev1984f-word#@vev1984f#25.621#26.056
194,потому,потому,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#26.056#26.491
195,что,что,SCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#26.491#26.926
196,это,это,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#26.926#27.361
197,цензура,цензура,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#27.361#27.796
198,/,/,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#27.796#28.231
199,нельзя,нельзя,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#28.231#28.671
200,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,_,_,_,@vev1984f-word#@vev1984f#30.533#30.752
201,могу,мочь,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#30.752#30.971
202,сказать,сказать,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#30.971#31.19
203,?,?,PUNCT,_,_,_,_,_,@vev1984f-word#@vev1984f#31.19#31.41
204,ну,ну,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#32.109#32.403
205,раньше,рано,ADV,_,Degree=Cmp,_,_,_,@vev1984f-word#@vev1984f#32.403#32.697
206,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,@vev1984f-word#@vev1984f#32.697#32.991
207,могли,мочь,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#32.991#33.285
208,сказать,сказать,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#33.285#33.579
209,слово,слово,NOUN,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#33.579#33.873
210,сука,сука,NOUN,_,Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#33.873#34.167
211,сейчас,сейчас,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#34.167#34.461
212,нет,нет,PART,_,_,_,_,_,@vev1984f-word#@vev1984f#34.461#34.761
213,жопа,жопа,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,@vev1984f-word#@vev1984f#35.731#36.197
214,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,_,_,_,@vev1984f-word#@vev1984f#36.197#36.663
215,могли,мочь,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#36.663#37.129
216,сказать,сказать,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,_,_,_,@vev1984f-word#@vev1984f#37.129#37.595
217,и,и,CCONJ,_,_,_,_,_,@vev1984f-word#@vev1984f#37.595#38.061
218,иногда,иногда,ADV,_,Degree=Pos,_,_,_,@vev1984f-word#@vev1984f#38.061#38.527
